"NO.","SEARCH TERM FILE","TITLE","CONTENT","LINK"
8,"_Model-used_100taps.json","ons.gov.uk/file?uri=/economy/economicoutputandproductivity...","Sheet1 1. Table 3: Methods and data sources summary, non-capitalised assets. 2. Asset. Methods. Updated data sources. 3. Design . Purchased component based predominantly on Supply and Use...","https://www.ons.gov.uk/file?uri=/economy/economicoutputandproductivity/productivitymeasures/articles/experimentalestimatesofinvestmentinintangibleassetsintheuk2015/2018-02-07/7c534be2.xls"
9,"_Model-used_100taps.json","OTH 498 - Evaluation study of models used in predicting smok...","This report represents the outcome of a project to develop a procedure for the evaluation of technical models, and then to apply the procedure to models used to make predictions in the context of smoke...","http://www.hse.gov.uk/Research/othhtm/400-499/oth498.htm"
10,"_Model-used_100taps.json","Hillsborough Independent Panel","Ninety-six men, women and children died as a result of the Hillsborough Disaster on 15 April 1989. It remains the most serious tragedy in UK sporting history. Thousands suffered physical injury and/or...","http://hillsborough.independent.gov.uk/"
11,"_Model-used_100taps.json","PDF R ESEAR | Base Variance Components Model","Models used will depend on a number of considerations. school variables cannot be separately identified in a model that includes school fixed effects.","http://webarchive.nationalarchives.gov.uk/20130321021729/https://www.education.gov.uk/publications/eOrderingDownload/RR791.pdf"
12,"_Model-used_100taps.json","PDF Special Schools and Alternative Provision Funding 2018-19","Schools Forum is asked to confirm approval of the proposed arrangements of no change for 2018-19 to the principles of the special school / special academy funding model used in 2017-18...","https://www.oxfordshire.gov.uk/cms/sites/default/files/folders/documents/childreneducationandfamilies/educationandlearning/schools/ourworkwithschools/schoolsforum/2018meetings/6.SpecialSchoolsAlternativeProvisionfunding2018-19.pdf"
13,"_Model-used_100taps.json","PDF Lambeth Council Concessionary Travel","6. assessment model used to determine applications 'Subject to further assessment'.","https://www.lambeth.gov.uk/sites/default/files/pts-lambeth-accessible-transport-eligibility-statement.pdf"
14,"_Model-used_100taps.json","Register of advice | National Infrastructure Planning","...calculated under the different models used, with a 0.5% displacement output from the proportionate model (a 'best case' scenario) and 1.4% from the density model (the worst case scenario).","https://infrastructure.planninginspectorate.gov.uk/legislation-and-advice/register-of-advice/"
15,"_Model-used_100taps.json","PDF HM Nautical Almanac Oce","The atmospheric model used is fairly standard and is very similar to that used by Saastamoinen. The pressure, temperature, humidity, height...","http://astro.ukho.gov.uk/data/tn/naotn63.pdf"
16,"_Model-used_100taps.json","PDF Colour standard","Where four colour printing is specified the CMYK colours should be used. RGB colour is a light based colour model used by the displays of devices such as computers, and tablets.","http://content.tfl.gov.uk/tfl-colour-standards-issue04.pdf"
17,"_Model-used_100taps.json","Costs and enquiries | Buckinghamshire County Council","Information relating to the models are available upon request. The current charges for model use are shown in the document below. Costs are subject to change.","https://www.buckscc.gov.uk/services/transport-and-roads/transport-modelling/costs-and-enquiries/"
18,"_Model-used_100taps.json","Chapter 7 | 1D model build considerations","The choice of model used in a modelling study depends on a number of factors typically including: the level of complexity of the out-of-bank flood flowpaths","http://evidence.environment-agency.gov.uk/FCERM/en/FluvialDesignGuide/Chapter7.aspx?pagenum=5"
19,"_Model-used_100taps.json","PDF Folic | Model/Theory","Any information on theoretical models used in included studies Yes, 4 of the 8 trials used the transtheoretical model, 1 used the social cognitive approach, and 1 used self management.","https://www.food.gov.uk/sites/default/files/multimedia/pdfs/influencinglowincomersapp.pdf"
20,"_Model-used_100taps.json","Mayor brings in London Digital Security Centre to... | London City Hall","The LDSC builds on the model used in Scotland by the Scottish Business Resilience Centre, and has received significant private sector support, including training from Barclays and RBS...","https://www.london.gov.uk/press-releases/mayoral/mayor-tackles-cyber-crime"
21,"_Model-used_100taps.json","PDF Habitats Regulations Assessment","Where the road traffic effects of other plans or projects are known or can be reasonably estimated, then these should be included in road traffic modelling used to inform the HRA of the Hertfordshire Waste...","https://www.hertfordshire.gov.uk/media-library/documents/about-the-council/consultations/waste-local-plan/4.%20luc%20habitats%20regulations%20assessment%20scoping%20report.pdf"
22,"_Model-used_100taps.json","PDF City and county of cardiff","3 In order to meet the timetable for preparing the planning application and the accompanying NATA, consultants were appointed in May 1999 to up-date the 16 hour model used to provide traffic...","http://archive.cardiff.gov.uk/Government/english/Cabinet_Papers/99_11_17_Cab/Reports/Cab17NovWentlink.pdf"
23,"_Model-used_100taps.json","How to gain access to the CCC transport models?","All transport assessments of proposed developments will be judged on the impact, mitigation measures and validity of the results, irrespective of the forecasting models used.","https://www.cambridgeshire.gov.uk/page-685/print/"
24,"_Model-used_100taps.json","PDF What is a business model?","the story of this publication: I have been using, testing, learning about the Business Model Canvas for a number of years now. I've attended a master class in the use of the Canvas, presented by one of the...","http://cscuk.dfid.gov.uk/wp-content/uploads/2016/07/BMC-for-Social-Enterprise.pdf"
25,"_Model-used_100taps.json","PDF Indecent images of children","This is because the Council believes that this guideline does not lend itself to the harm and culpability model used for the other offences, often because there will be no identified victim before the court.","https://consult.justice.gov.uk/sentencing-council/indecent-images-children/supporting_documents/sexual%20offences_Indecent%20images%20of%20children.pdf"
26,"_Model-used_100taps.json","Good Practice :: Unit 4","Both of these are described within the context of modelling to clarify musical conventions, processes and devices, though they can also be used in other contexts. Select each tab below in turn to...","https://www3.hants.gov.uk/unit4-goodpractice"
27,"_Model-used_100taps.json","Highways Forecasting and Analytical Services - Systems","Strategic Modelling Support We support our Transport Planning and Modelling Group through the development and maintenance of: the Greater Manchester SATURN model.","http://www.gmtu.gov.uk/systems.html"
28,"_Model-used_100taps.json","Summary of English - introduction to functional skills - entry level...","Who's Your Role Model? Using a Calendar.","http://all.lewisham.gov.uk/course/info.php?id=10303"
29,"_Model-used_100taps.json","PDF Informing the audit risk assessment","Method / model used Controls used to identify to make the estimate estimates. Based on Current or Fair Value - dependent on the class of assets will determine EUV, MV or DRC, MEA.","http://moderngov.cheshireeast.gov.uk/documents/s54361/Appendix%20-%20Informing%20the%20audit%20risk%20assessment%201%20March%202017%20FINAL.pdf"
30,"_Model-used_100taps.json","PDF Securing the move to ip-based","Use of wired circuits for carrying several types of serial communications Figure 8: Legacy SCADA system using fibre (mapped to the ISA 99 model)...","https://www.ncsc.gov.uk/content/files/protected_files/document_files/The%20Move%20to%20IP%20Based%20SCADA%20Networks%20151111.pdf"
"NO.","SEARCH TERM FILE","TITLE","CONTENT","LINK"
1,"_Monitoring-system_100taps.json","PDF MGN 108 (M) | Hull Stress Monitoring Systems","4 The IMO's recommendations call for the hardware and software of the hull stress monitoring system to be approved by the Administration.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/282312/mgn108.pdf"
2,"_Monitoring-system_100taps.json","Principle 4: Establish a Monitoring System | MyHACCP","The monitoring system describes the methods by which the business is able to confirm that all CCPs are operating within the defined critical limit.","https://myhaccp.food.gov.uk/help/guidance/principle-4-establish-a-monitoring-system"
3,"_Monitoring-system_100taps.json","Severe Weather Impacts Monitoring System (SWIMS) - Kent County...","The Severe Weather Impacts Monitoring System (SWIMS) allows us to collect data about how the services provided by Kent Partners (including Kent County Council, Kent Police...","https://www.kent.gov.uk/business/Business-and-the-environment/severe-weather-impacts-monitoring-system-swims"
4,"_Monitoring-system_100taps.json","Remote track circuit monitoring - Transport for London","The Victoria line remote track circuit monitoring system keeps track of the degradation of signals, and predicts repairs before failures happen.","https://tfl.gov.uk/info-for/business-and-commercial/remote-track-circuit-monitoring-system"
5,"_Monitoring-system_100taps.json","DOC Electronic call monitoring project","Monitoring and review An electronic call monitoring system is a reliable way of knowing whether the service has been delivered and for how long.","https://www.newham.gov.uk/Documents/Council%20and%20Democracy/Electronic%20Call%20Monitoring%20System%20EqIA.doc"
6,"_Monitoring-system_100taps.json","Creation of a pan-European long term forest monitoring system","It aims at the creation of a pan-European forest monitoring system which can serve as a basis for the provision of policy relevant information on forests in the European Union as required under...","https://www.forestry.gov.uk/fr/futmon"
7,"_Monitoring-system_100taps.json","10 Steps: Monitoring - NCSC Site","Fine-tune monitoring systems: Ensure that monitoring systems are tuned appropriately to only collect events and generate alerts that are relevant to your needs.","https://www.ncsc.gov.uk/guidance/10-steps-monitoring"
8,"_Monitoring-system_100taps.json","Food Standards Agency - Local Authority Enforcement Monitoring...","Local Authority Enforcement Monitoring System (LAEMS). LAEMS is a web-based system used to report local authority food law enforcement activities to the Food Standards Agency (FSA).","http://webarchive.nationalarchives.gov.uk/20120410021058/http://www.food.gov.uk/enforcement/auditandmonitoring/laems/"
9,"_Monitoring-system_100taps.json","Development of a Monitoring System for Smart Bridges - Research...","To develop a ruggedised monitoring system for bridges and install and demonstrate the system on a bridge.","https://www.dft.gov.uk/rmd/project.asp?intProjectID=7901"
10,"_Monitoring-system_100taps.json","NI health and social care inequalities monitoring system...","This key facts publication provides an interim update to the NI health & social care inequalities monitoring system (HSCIMS) regional reports which are published every other year.","https://www.health-ni.gov.uk/publications/ni-health-and-social-care-inequalities-monitoring-system-hscims-health-inequalities"
11,"_Monitoring-system_100taps.json","National Drug Treatment Monitoring System - Datasets","Presents key results from the National Drug Treatment Monitoring System (NDTMS) on the number of problem drug misusers in contact with drug treatment agencies and general practitioners in England.","https://data.gov.uk/dataset/national_drug_treatment_monitoring_system"
12,"_Monitoring-system_100taps.json","Remote Monitoring System (RMS)","Remote Monitoring System (RMS). This system is used for the monitoring of non-Urban Traffic Control (UTC) traffic signal installations.","http://www.brighton-hove.gov.uk/content/parking-and-travel/travel-transport-and-road-safety/traffic-signals"
13,"_Monitoring-system_100taps.json","PDF Policy CL7 Basements: Monitoring Indicators","Acolaid enforcement monitoring system. Measured by Whom. Department of Planning and Borough Development.","https://www.rbkc.gov.uk/pdf/BAS%2010_01%20Monitoring%20Indicators%20Main%20Mods.pdf"
14,"_Monitoring-system_100taps.json","PDF Adult Education Learner Complaint Monitoring System","However, we also need a central record and integrated overview of all complaints on AdEd funded provision and the Learner Complaints Monitoring System is intended to provide a straightforward...","http://adulteducation.gloucestershire.gov.uk/pluginfile.php/12350/mod_resource/content/6/AdEd%20Learner%20Complaint%20Monitoring%20System.pdf"
15,"_Monitoring-system_100taps.json","Inspection of work equipment - Work equipment and machinery","The inspection requirements of regulation 6 of PUWER (Provision and Use of Work Equipment Regulations 1998).","http://www.hse.gov.uk/work-equipment-machinery/inspection.htm"
16,"_Monitoring-system_100taps.json","Hard Shoulder Monitoring System (HASMOS)... - Highways England","HA senior management has already mandated NetServ to implement a basic hard shoulder monitoring system within the current M42 ATM scheme to evaluate radar technologies.","http://www.highways.gov.uk/knowledge/projects/hard-shoulder-monitoring-system-hasmos-alternative-system-research-project/"
17,"_Monitoring-system_100taps.json","Export opportunities | Japan - Remote monitoring system","Japan - Remote monitoring system. An electricity supplier is looking for an innovative real-time remote monitoring system that can detect breakdowns and system errors.","https://opportunities.export.great.gov.uk/opportunities/japan-remote-monitoring-system"
18,"_Monitoring-system_100taps.json","Decision - OD/14/57 Lone Worker Monitoring System","Decision details. OD/14/57 Lone Worker Monitoring System.","https://democracy.ipswich.gov.uk/ieDecisionDetails.aspx?ID=140"
19,"_Monitoring-system_100taps.json","MONITORING SYSTEM GURU LIMITED - Officers (free information...)","MONITORING SYSTEM GURU LIMITED - Free company information from Companies House including registered office address, filing history, accounts, annual return, officers, charges, business activity.","https://beta.companieshouse.gov.uk/company/08335060/officers"
20,"_Monitoring-system_100taps.json","PDF Temperature Monitoring","The monitoring system of the new windfarms required optical fibres to be laid along the full length of the 33kV circuits, encased in micro-ducts.","https://www.ofgem.gov.uk/sites/default/files/docs/2015/08/temp_monitoring_windfarm_cable_circuits_final_1.pdf"
21,"_Monitoring-system_100taps.json","PDF Commissioner's monitoring board","T/ACC Pritchard is looking at establishing a monitoring system for use of helicopter through NPAS contract and will report back to future CMB.","http://www.wiltshire-pcc.gov.uk/Document-Library/CMB-minutes/2015/Minutes-150119-PUBLIC.pdf"
22,"_Monitoring-system_100taps.json","PDF Local Development Framework for Bradford","Monitoring System: A monitoring system is being developed for this data. Local Indicators: Windfall Development.","https://www.bradford.gov.uk/media/2937/local-development-framework-annual-monitoring-report-2010.pdf"
23,"_Monitoring-system_100taps.json","Bath - Hot Springs | Bathnes | Water Monitoring Systems","The monitoring system also provides essential data for ongoing research into the origins of the Springs. In addition to written reports, the water flow...","http://www.bathnes.gov.uk/services/environment/bath-hot-springs"
24,"_Monitoring-system_100taps.json","Budget Monitoring","Budget Monitoring. Budget Monitoring System ». Full List of Account Codes & Cost Centres (click tab).","https://intranet.dover.gov.uk/Teams/Finance,HousingandCommunity/Finance/BudgetMonitoring.aspx"
25,"_Monitoring-system_100taps.json","Monitoring and predicting air pollution | London City Hall","London will trial a major £750,000 cutting-edge street-by-street sensor air quality monitoring system which will be used to analyse harmful pollution in up to 1...","https://www.london.gov.uk/what-we-do/environment/pollution-and-air-quality/monitoring-and-predicting-air-pollution"
26,"_Monitoring-system_100taps.json","Glasgow Operations Centre | Future City Glasgow | CCTV Monitoring","Welcome to Future City Glasgow. We're using open data & technology to make Glasgow safer, smarter and more sustainable.","http://futurecity.glasgow.gov.uk/ops-data/"
27,"_Monitoring-system_100taps.json","PDF Monitoring | How does the system work?","A home care monitoring system allows us to monitor the times when your home carer arrives and leaves and helps us to ensure you are contributing the correct amount towards you care.","https://www.barnet.gov.uk/dam/jcr:3c9ce8b1-6eff-4993-9dda-b3091ea3e96a/SAH04_Monitoring_Home_Care.pdf"
28,"_Monitoring-system_100taps.json","PDF Clean Vehicle Technology Fund and | Vehicle emission monitoring data","The majority of CVTF/CBTF retrofit SCR projects entailed equipment suppliers fitting on and off board monitoring systems to ensure the continued and effective performance of the SCR system.","https://democracy.bristol.gov.uk/documents/s17792/b%20Clean%20Bus%20Appendix%20A_National%20Evaluation%20Report.pdf"
29,"_Monitoring-system_100taps.json","PDF Monitoring and review","A monitoring system is important in assessing whether a local plan is achieving what it sets out to achieve and in identifying where policies need to be either strengthened, maintained or altered.","https://www.harrogate.gov.uk/download/downloads/id/162/chapter_16_monitoring.pdf"
30,"_Monitoring-system_100taps.json","PDF JNCC Report","Within a monitoring system, however, the collection of such 'causality' data should require adequate justification.","http://jncc.defra.gov.uk/pdf/jncc397-web.pdf"
"NO.","SEARCH TERM FILE","TITLE","CONTENT","LINK"
1,"_Numerical-rating_100taps.json","Food Hygiene Rating Scheme","The better the standard, the higher the numerical rating! A score of 5 is the highest rating and 0 is the lowest. There are currently three ways you can get this information","https://www.spelthorne.gov.uk/foodhygiene"
2,"_Numerical-rating_100taps.json","PDF Satisfaction Survey to","Colour key Green. Numerical rating questions Higher than previous year.","http://www.shetland.gov.uk/buildingstandards/documents/2017-Shetland-Survey-Report.pdf"
3,"_Numerical-rating_100taps.json","Modernisation of the risk rating system for food establishments in the UK","This numerical rating is assigned a risk category which attracts a predetermined frequency of intervention.","https://www.food.gov.uk/science/research/choiceandstandardsresearch/enf-research/fs517009"
4,"_Numerical-rating_100taps.json","PDF Manuka Honey Project","NET: Simple/less confusing NET: Numerical rating NET : Active/Activity. Simple/easy to understand (label) No idea what the numbers/ratings mean.","https://www.food.gov.uk/sites/default/files/manuka-honey-project-summary-findings.pdf"
5,"_Numerical-rating_100taps.json","PDF Health and Safety Executive / Local | Inspection rating system","Description It is a numerical rating to indicate the standard of welfare facilities provided by the occupying client at the workplace.","http://www.hse.gov.uk/aboutus/meetings/committees/hela/171007/h4_04a.pdf"
6,"_Numerical-rating_100taps.json","PDF Pedagogical Strategies in","Numerical Rating Highest ratings on the scale Ratings in between the highest and the middle Low Very Low. Four different numerical scales were used on the COS-5 and the IEO and the numerical...","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/183324/DFE-RR129.pdf"
7,"_Numerical-rating_100taps.json","Environmental Services Standards at Tameside Metropolitan Borough...","Each food business will be given a numerical rating ranging from 0 to 5 where: 0 - means that urgent improvements are necessary 1 - means that major improvements are necessary 2...","https://www.tameside.gov.uk/servicestandards"
8,"_Numerical-rating_100taps.json","Food hygiene rating scheme | Selby District Council","Following each programmed food hygiene inspection an overall numerical rating, from 0 (the worst) to 5 (the best) is awarded...","http://www.selby.gov.uk/food-hygiene-rating-scheme"
9,"_Numerical-rating_100taps.json","Food hygiene rating scheme - Charnwood Borough Council","These inspections are normally carried out unannounced and the rating is indicated by using a numerical rating system from 0 to 5.","https://www.charnwood.gov.uk/pages/food_hygiene_rating_scheme"
10,"_Numerical-rating_100taps.json","PDF Public Assessment Report","The applicant believes the 11-point Numerical Rating Scale (NRS) has the following advantages as a primary efficacy measure for this application","http://www.mhra.gov.uk/home/groups/par/documents/websiteresources/con084961.pdf"
11,"_Numerical-rating_100taps.json","PDF Review of human reliability","It is also assumed that, independent of the assessment of relative importance, the judge(s) can make a numerical rating of how good or how bad the PSFs are in the task under consideration...","http://www.hse.gov.uk/researcH/rrpdf/rr679.pdf"
12,"_Numerical-rating_100taps.json","PDF Report for the deputy prime minister","19. Inspection frequency at non top-tier sites was based on inspectors completing a numerical rating of the company after an inspection.","http://www.hse.gov.uk/chemicals/sandhurst.pdf"
13,"_Numerical-rating_100taps.json","PDF Resolution Mepc.118(52)","AB. Numerical Rating. Bioaccumulation and Biodegradation A1. <0.001. Numerical Ratings. 0 1 2 3.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/446036/MEPC_118_52__Annex_II_MARPOL_Amended_14-7-2015.pdf"
14,"_Numerical-rating_100taps.json","MAVIS Newsletter edition 105 - GOV.UK","The rating then determines the premises' re-inspection interval. From 1 April 2018, we will be moving to a numerical rating system which will allow better analysis of inspection trends.","https://www.gov.uk/government/publications/mavis-newsletter-edition-105/mavis-newsletter-edition-105"
15,"_Numerical-rating_100taps.json","PDF Energy Performance of Buildings","The numerical ratings are then banded A to G, with A being the most energy efficient and G the least. The better the rating, the more energy efficient the building is, and the lower the fuel bills and...","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/634057/EPB_Statistics_Release_-_Q2_2017__final.pdf"
16,"_Numerical-rating_100taps.json","PDF Better Choices","It does this by providing consumers with clear and easy to understand food hygiene information presented in the form of a simple numerical rating.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/294798/bis-11-749-better-choices-better-deals-consumers-powering-growth.pdf"
17,"_Numerical-rating_100taps.json","PDF Energy Performance of Buildings","The numerical ratings are then banded A to G, with A being the most energy efficient and G the least. The better the rating, the more energy efficient the building is, and the lower the fuel bills and...","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/677807/EPB_Cert_Statistics_Release_-_Qtr_4_2017_final.pdf"
18,"_Numerical-rating_100taps.json","PDF Analysing","Assigning a numerical rating to the severity of different forms of corruption inherently requires a large degree of subjectivity.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444280/guidance-note-analyising-impact-corruption-private-sector-dev.pdf"
19,"_Numerical-rating_100taps.json","PDF Research on the modernisation of","This numerical rating is assigned a risk category which attracts a predetermined frequency of intervention.","https://www.food.gov.uk/sites/default/files/fs517009finrep.pdf"
20,"_Numerical-rating_100taps.json","PDF Assessment of the COT uncertainty","For example, the numerical rating of the risk of life-threatening side effects of a medicine (low perceived personal base rate and high perceived severity) in combination with the verbal expression...","https://www.food.gov.uk/sites/default/files/multimedia/pdfs/evaluncertframework.pdf"
21,"_Numerical-rating_100taps.json","PDF Allied joint doctrine for","The JOPG will, therefore, compare these differences using whatever method the commander prefers: Narrative - using free text; one word descriptors - like good / medium / bad; numerical rating...","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/393699/20141208-AJP_5_Operational_level_planning_with_UK_elements.pdf"
"NO.","SEARCH TERM FILE","TITLE","CONTENT","LINK"
1,"_Numerical-score_100taps.json","PDF MAC: Score sheet | Numerical score","Insert the colour band and numerical score for each of the risk factors. Risk factors. Colour band (G, A, R or P). Numerical score.","http://webarchive.nationalarchives.gov.uk/20100408012147oe_/http://www.hse.gov.uk/msd/backs/mac-carry.pdf"
2,"_Numerical-score_100taps.json","PDF MAC: Score sheet | Numerical score","Insert the colour band and numerical score for each of the risk factors. Risk factors. Colour band (G, A, R or P). Numerical score.","http://www.hse.gov.uk/msd/backs/mac-carry.pdf"
3,"_Numerical-score_100taps.json","MAC Tool - Assessment 3 | Score= 0","The weight of the load and number of operatives should be known. Enter the colour band and numerical score on the score sheet.","http://www.hse.gov.uk/Msd/mac/assess03.htm"
4,"_Numerical-score_100taps.json","Advice on how to get the most from penetration testing - NCSC Site","When rating vulnerabilities it is common for penetration testers (often at customer behest) to use the Common Vulnerability Scoring System which attempts to give a numerical score identifying the...","https://www.ncsc.gov.uk/guidance/penetration-testing"
5,"_Numerical-score_100taps.json","PDF M Anual Handling","■ Enter the colour band and corresponding numerical score on the score sheet on page 12. The colour bands help determine which elements of the task require attention.","https://www.tendringdc.gov.uk/sites/default/files/documents/environment/Manual%20Handling%20Assessment%20Charts.pdf"
6,"_Numerical-score_100taps.json","PDF Factsheet: Developing a public health outcome measure for children...","Numerical score. Numerical score from the gross motor skills dimension of the ASQ-3 assessment. C612910.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/550487/ASQ-3_September_2016.pdf"
7,"_Numerical-score_100taps.json","PDF Risk (likelihood) x Outcome = Numerical Score","At its simplest, the formula is: Risk (likelihood) x Outcome = Numerical Score. The calculation includes a 'weighting' to reflect more serious outcomes, such as death (see examples below).","https://www.bracknell-forest.gov.uk/sites/default/files/documents/landlords-guide-to-hhsrs.pdf"
8,"_Numerical-score_100taps.json","PDF To: Directors of Public Protection","• for the 6-tier scheme, the intervention-rating scheme in the Food Law Code of Practice should be used to derive a numerical score which should then be 'mapped' to the relevant tier","https://www.food.gov.uk/sites/default/files/multimedia/pdfs/enforcement/enfw08076sotd.pdf"
9,"_Numerical-score_100taps.json","Private housing sector - standards | Harlow Council","Scores for likelihood and severity together give a numerical score for that particular hazard. Each hazard is considered in isolation: scores from individual hazards are not combined.","http://www.harlow.gov.uk/private-housing"
10,"_Numerical-score_100taps.json","The national food hygiene rating scores explained | Total score","- Mapping numerical scores from the intervention-rating scheme at Annex 5 of the Food Law. Code of Practice to the six FHRS food hygiene ratings.","http://www.torridge.gov.uk/CHttpHandler.ashx?id=9186&p=0"
11,"_Numerical-score_100taps.json","PDF Equality Issues in Recruitment","A near zero effect size was obtained for the comparison of numerical scores by ethnicity. The effect sizes are presented in a standardised format (Cohen's d) as follows","http://www.niassembly.gov.uk/globalassets/Documents/RaISe/Publications/2013/finance_personnel/3813.pdf"
12,"_Numerical-score_100taps.json","PDF Risk (likelihood) x Outcome = Numerical Score","At its simplest, the formula is: Risk (likelihood) x Outcome = Numerical Score. The calculation includes a 'weighting' to reflect more serious outcomes, such as death (see examples below).","https://www.luton.gov.uk/Housing/Lists/LutonDocuments/PDF/LandlordHHSRS_GuideV2.pdf"
13,"_Numerical-score_100taps.json","PDF Risk (likelihood) x Outcome = Numerical Score","At its simplest, the formula is: Risk (likelihood) x Outcome = Numerical Score. The calculation includes a 'weighting' to reflect more serious outcomes, such as death (see examples below).","http://www.hull.gov.uk/sites/hull/files/media/LANDLORD%20INFORMATION%20ON%20HOUSING%20HEALTH%20AND%20SAFETY%20RATING%20SYSTEM.pdf"
14,"_Numerical-score_100taps.json","Examination of the Welwyn Hatfield","b) Numerical scoring criteria were used to provide a basis for comparison of the different sites. These criteria are set out in a table at Section 5.0 of document WH/11.","http://welhat.gov.uk/CHttpHandler.ashx?id=13087&p=0"
15,"_Numerical-score_100taps.json","PDF Risk (likelihood) x Outcome = Numerical Score","At its simplest, the formula is: Risk (likelihood) x Outcome = Numerical Score. The calculation includes a 'weighting' to reflect more serious outcomes, such as death (see examples below).","https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/handbooks/asset%20skills%20brochure%20landlords%20and%20agents.pdf"
16,"_Numerical-score_100taps.json","PDF Life Cycle Assessment","Valuation is generally used to produce a single numerical score by weighting each of the impact categories and summing them up into a single Ecopoints score.","https://www.forestry.gov.uk/pdf/FCMS018.pdf/$FILE/FCMS018.pdf"
17,"_Numerical-score_100taps.json","PDF Housing - fire safety","A hazard rating is indicated by a numerical score which is placed within one of ten bands from A to J. A numerical score within bands A to C are Category 1 hazards and scores in Bands D to J are...","http://www.leicestershire-fire.gov.uk/wp-content/uploads/2016/10/lacors-housing-fire-safety.pdf"
18,"_Numerical-score_100taps.json","PDF Risk (likelihood) x Outcome = Numerical Score","At its simplest, the formula is: Risk (likelihood) x Outcome = Numerical Score. The calculation includes a 'weighting' to reflect more serious outcomes, such as death (see examples below).","http://www.bolton.gov.uk/sites/DocumentCentre/Documents/HHSRS_Assetskills.pdf"
19,"_Numerical-score_100taps.json","Personal well-being in the UK - Office for National Statistics","Simply ranking local authorities by their numerical scores can be misleading. The What Works Centre for Wellbeing have also recently published a local well-being indicators set and guidelines.","https://www.ons.gov.uk/peoplepopulationandcommunity/wellbeing/bulletins/measuringnationalwellbeing/april2016tomarch2017"
20,"_Numerical-score_100taps.json","PDF The Landlord Handbook","The use of a formula produces a numerical score which allows comparison of all the. 24 The Responsibilities and Liabilities of the Landlord/Letting agent 1 Pre-tenancy.","https://www.cardiff.gov.uk/ENG/Business/Information-for-Landlords/Documents/Landlord_Handbook_-_2nd_Edition.pdf"
21,"_Numerical-score_100taps.json","PDF Public Assessment Report","The alphabetical score was converted to a numerical score A= 0, H= 7. For the statistical analysis of the phototoxic potential, CIIS values for the first 72 hours after removal of the first patch were used.","http://www.mhra.gov.uk/home/groups/par/documents/websiteresources/con036311.pdf"
22,"_Numerical-score_100taps.json","PDF Sir David Omand GCB","OASys allows for numerical scores to be calculated for general offending and violent offending prediction.","https://www.justice.gov.uk/downloads/publications/corporate-reports/MoJ/2010/omand-review-web.pdf"
23,"_Numerical-score_100taps.json","PDF Review of test methods and","The above phrases are assigned numerical scores and are then used to provide overall assessments of quality over a period of time to identify trends.","http://dwi.defra.gov.uk/research/completed-research/reports/0821.pdf"
"NO.","SEARCH TERM FILE","TITLE","CONTENT","LINK"
1,"_Overall-score_100taps.json","PDF Indices of Multiple Deprivation (IMD) 2015 | Rank of Average Score","The domain scores are then combined using the weightings, as shown in figure 1, to create an overall score of deprivation for the LSOA.","https://www.barnsley.gov.uk/media/3411/imd-briefing-on-overall-score-2015.pdf"
2,"_Overall-score_100taps.json","PDF IMD overall score compared with all England","IMD overall score compared with all England. Page 1 of 2.","http://www.surreyheath.gov.uk/sites/default/files/documents/business/CensusDemog/DeprivationMaps.pdf"
3,"_Overall-score_100taps.json","Approved Contractor Scoring | How should I interpret my score?","The maximum overall score that can be achieved is currently 174. However, it can assist when gauging overall quality, provided that its limitations are understood.","https://www.sia.homeoffice.gov.uk/pages/acs-scoring.aspx"
4,"_Overall-score_100taps.json","PDF Nutrient Profiling Technical","Nutrient Profiling Technical Guidance January 2011. 1. Application of the Agency's Nutrient Profiling Model. There are 3 steps to working out the overall score of a food or drink.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/216094/dh_123492.pdf"
5,"_Overall-score_100taps.json","PDF Deprivation in Shropshire (2010) | IMD Overall Score National Quintiles","Shrewsbury Inset. IMD Overall Score National Quintiles. Least deprived 4 3 2 Most deprived Market Towns.","https://www.shropshire.gov.uk/media/3498/imd-overall-score-information-sheets.pdf"
6,"_Overall-score_100taps.json","PDF Material and priority scoring tools | (maximum overall score of 24)","This is then added to the material score to give the total overall score. Average of scores for type of maintenance activity and frequency of maintenance activity (maximum score of 3).","http://www.hse.gov.uk/asbestos/assets/docs/materials-priority-scoring.pdf"
7,"_Overall-score_100taps.json","Reading Borough Council | Overall score (out of 100)","NEW quality score (out of 40). NEW price score (out of 60).","http://www.reading.gov.uk/slasl"
8,"_Overall-score_100taps.json","PDF Commissioner's monitoring board","3. OPCC Risk Register Risk 1 Public Expectation and Public Engagement: Likelihood to be increased to 3 (giving an overall score of 24 and orange).","http://www.wiltshire-pcc.gov.uk/Document-Library/CMB-minutes/2014/Minutes-140626-PUBLIC.pdf"
